idPlayerNBA,namePlayer,summary,comments,dynastycomment
1629651,Nic Claxton, ,"Claxton was one of my top sleepers in my last ever Draft Guide for the OG Rotoworld, and I’ll make sure to find a way to get him on as many of my teams as possible yet again. Claxton led all Nets in fantasy value as the 24th best player in 9-cat per-game value and 15th in totals. With an ADP of 128, he was arguably the best value pick in all of fantasy basketball. 

With zero competition at center, Claxton should eclipse the 29 minutes he averaged in 2022-23, so he’ll be a lock for countless double-doubles. His 1.9 assists were a career-high, and he could take another step as a playmaker. Many seem to not know that Claxton was often used as a point center during his college days. Claxton’s FG% led the NBA, and his true shooting percentage was second only to Nikola Jokic. 

Claxton was a 90th percentile roll man, and it’ll be interesting to see if a healthy Ben Simmons makes him even more dangerous. Claxton’s defense is the big appeal here though, as he had the third highest block rate in the NBA behind JJJ and Kessler and contested the third most shots. The scary part of all this was that Claxton spent a ton of time guarding all the way out to the perimeter, defending a total of 151 ISOs, 51 more than any other player (h/t NBA University). Look for him to give JJJ a run for his money in the DPOY race once again. ","Another DPOY candidate, does most of his damage in three categories."
1629652,Luguentz Dort,"Shot selection is awful, defensive output is trending up. ","The Thunder have a ton of firepower in 2023-24, but Dort will be needed for his defense. His steal rate doesn’t live up to his ability on the defensive end, but a combined 1.6 steals and blocks per 36 minutes isn’t terrible. Dort is a below-average 3-point shooter but he’s a warm body and should play a ton of minutes. Opportunity is more important than talent in this case. ",
1629655,Daniel Gafford,"Struggles to stay on the floor due to foul trouble and injuries, but he has zero competition.","Gafford quietly had a good campaign in 2022-23, splitting his time between the starting center and primary backup. He appeared in 78 games with 47 starts, posting 12th-round 9-cat value in 20.6 minutes per game.

He hit an impossible 73% of his shots from the field to lead the NBA, with 59% of his shots coming from inside 3 feet and 36% of his shot attempts coming from dunks. He had a solid block rate at 2.2 per 36, and he was decent on the boards, particularly on the offensive end. The starting role in Washington is his by default with Porzingis now in Boston, and there aren’t any legit threats to his spot unless the Wizards decide to go much smaller. He averaged 13.1 points, 8.9 rebounds, 1.3 assists and 2.0 blocks in the seven games that he eclipsed 30+ minutes in 2022-23, so there is some obvious intrigue here if you need boards, elite FG% and blocks with a small hit to your FT%.",Zero competition at center with strong block and rebounding rates. Also cleans up around the rim with a high FG%.
1629656,Quentin Grimes,Will need to make a jump in steals to become the coveted 3-and-D late-rounder. ,"A near top-150 finish in 9-cat in 2022-23 has Grimes on the late-round radar. He didn’t jump off the page statistically, but he was a monster on the defensive end. Basketball Index gave him the toughest Matchup Difficulty in the NBA, and he spent time guarding all five positions. That’s versatility. Unfortunately, it didn’t lead to much production in steals and blocks, and that’s the same problem that other high-level defenders such as Lu Dort struggle with. 

His 3-point shooting is his bread and butter, as he hit an elite 40% on his catch-and-shoot 3s. He’s an above average playmaker and we saw the Knicks experiment with that in Summer League a year ago, but I doubt he'll be used much in that role with Donte DiVincenzo now in the equation. ","Donte's arrival complicates things, as well as a low steal rate."
1629659,Talen Horton-Tucker, , ,
1629660,Ty Jerome, , ,
1629661,Cameron Johnson,"The Nets lack firepower beyond Mikal and Cam Johnson, so this is the perfect storm for his fantasy appeal. ","A torn meniscus robbed Johnson of most of his breakout season in which he played just 42 games. Although he was dropped in a ton of leagues after his injury, he later went on a heater and found himself in an ideal situation after the Suns shipped him off to Brooklyn. 

The 52nd best player in 9-cat (per game) for the season, Johnson was even more appetizing with the Nets. He averaged 16.6 points, 4.8 rebounds, 2.1 assists, 1.4 steals and 2.3 triples. Cam didn’t even shoot the ball that well from deep with the Nets, so we could see a bump there in 2023-24. His 2.2% steal rate was the best mark of his career, and he was one of 19 players who ranked in the 85th percentile in offensive and defensive Estimated Plus-Minus. 

The Nets are not that deep either, with or without Ben Simmons, and that means Cam will be able to expand his game. With Brooklyn giving him $108M, you better believe he’ll have the greenest of lights on a team that is going to need some firepower from him and Mikal.",Didn't even shot the ball that well with the Nets. 
1629662,Mfiondu Kabengele, , ,
1629663,Louis King, , ,
1629667,Jalen McDaniels, , ,Jaden's brother is also a ton of fun. Could have a larger role.
1629669,Jaylen Nowell, , ,
1629670,Jordan Nwora, , ,
1629673,Jordan Poole,"At the expense of your FG%, Poole could post some mouthwatering stat lines for the Wizards. There will be a tank risk towards the end of the season. ","How bad was Jordan Poole’s 2022-23 season? The Warriors essentially salary-dumped him for a 57-year-old Chris Paul. A year prior, he was being hyped as Golden State’s successor in the backcourt. Despite averaging career-highs in points (20.4) and assists (4.5), Poole’s efficiency fell off a cliff with a shooting line of 43/33/87. 

He was in the 49th percentile in transition, 35th percentile on ISOs and 60th percentile in pick-and-rolls. Defensively, he was much worse. He may as well have been a traffic cone out there. Confidence could absolutely play a big role here though, and there were times in previous years where Poole could convince you that he’s a blossoming star. Maybe the Wizards find a way to unlock him, and he’ll certainly get his chances with him and Kyle Kuzma being the engine of the offense. 

If you find yourself going with a punt-FG% build and could use a giant splash of points, 3s and assists, Poole could be your guy. However, with the amount of shots coming his way, I have a feeling I won’t like his price in fantasy drafts for the amount of holes in his game. ",May get 30 shots per night. May not hit any of them.
1629674,Neemias Queta, , ,
1629675,Naz Reid,Has a late-round floor even as a backup. I’d definitely look for him late if I end up with KAT.,"I absolutely love everything about Naz Reid. He came into the NBA out of shape, but now he’s a top-tier athlete. He turned a ton of heads in 2022-23, as he started to take bigs off the dribble with an array of moves, hitting nearly 77% at the rim. 

In only 18 minutes per game, Reid finished just inside the top-150 in 9-cat in punt-FT% builds. He played 79% of his minutes at the five which was a buzzkill, as I was hoping he would’ve played more PF in the absence of Karl-Anthony Towns. Minnesota is apparently very high on Naz though, giving him a $44M contract. And something that caught my attention is that during Reid’s extension conference, coach Chris Finch said that Reid will be used as a backup four and five, and he didn’t rule out Reid playing alongside KAT and Gobert. 

I like Reid quite a bit as a late-round big, and he can almost double as an insurance policy for those who have KAT or Gobert on fantasy rosters. With a per-36 stat line of 22.5 points, 11.5 rebounds, 2.2 assists, 1.5 blocks, 1.2 steals and 2.2 triples, he could be a fantasy league winner if Minnesota loses a starting big man to injury.",One of the best backup bigs in the NBA. Chris Finch has teased a larger role.
1629676,Isaiah Roby, , ,
1629677,Luka Samanic, , ,
1629678,Admiral Schofield, , ,
